Profit,Age,Purchase History,Customer Segment,Property Value
445.21,41,69,Mass Customer,12
834.94,39,62,Mass Customer,10
139.23,39,62,Mass Customer,10
1305.25,39,62,Mass Customer,10
1702.55,39,62,Mass Customer,10
139.23,39,62,Mass Customer,10
199.1,39,62,Mass Customer,10
1531.93,44,15,High Net Worth,9
217.51,44,15,High Net Worth,9
1630.25,44,15,High Net Worth,9
617.67,44,15,High Net Worth,9
827.16,44,15,High Net Worth,9
357.74,44,15,High Net Worth,9
143.36,44,15,High Net Worth,9
903.11,51,2,High Net Worth,12
573.45,51,2,High Net Worth,12
1010.02,51,2,High Net Worth,12
167.21,51,2,High Net Worth,12
872.89,51,2,High Net Worth,12
1103.43,43,93,Affluent Customer,10
1028.76,43,93,Affluent Customer,10
872.89,43,93,Affluent Customer,10
1230.3,43,93,Affluent Customer,10
189.28,43,93,Affluent Customer,10
872.89,43,93,Affluent Customer,10
1660.88,43,93,Affluent Customer,10
90.1,43,93,Affluent Customer,10
217.51,43,93,Affluent Customer,10
374.09,43,93,Affluent Customer,10
471.6,43,93,Affluent Customer,10
1702.55,43,93,Affluent Customer,10
509.97,47,87,Mass Customer,11
1069.55,47,87,Mass Customer,11
456.45,47,87,Mass Customer,11
217.51,47,87,Mass Customer,11
64.51,47,87,Mass Customer,11
143.36,21,65,Affluent Customer,11
400.65,21,65,Affluent Customer,11
15.08,21,65,Affluent Customer,11
35.13,21,65,Affluent Customer,11
4.8,21,65,Affluent Customer,11
834.94,21,65,Affluent Customer,11
155.65,21,65,Affluent Customer,11
445.21,21,65,Affluent Customer,11
1103.43,21,65,Affluent Customer,11
1660.88,21,65,Affluent Customer,11
110.56,21,65,Affluent Customer,11
75.48,35,20,High Net Worth,9
133.78,35,20,High Net Worth,9
771.12,35,20,High Net Worth,9
15.08,35,20,High Net Worth,9
167.21,35,20,High Net Worth,9
431.33,35,20,High Net Worth,9
91.15,35,20,High Net Worth,9
1103.43,35,20,High Net Worth,9
135.85,35,20,High Net Worth,9
167.21,27,45,Affluent Customer,9
797.61,27,45,Affluent Customer,9
1617.3,27,45,Affluent Customer,9
70.92,27,45,Affluent Customer,9
745.94,41,68,Mass Customer,9
459.46,41,68,Mass Customer,9
1134.8,41,68,Mass Customer,9
834.94,41,68,Mass Customer,9
1028.76,41,68,Mass Customer,9
1055.82,32,89,Affluent Customer,9
43.97,32,89,Affluent Customer,9
189.28,32,89,Affluent Customer,9
199.1,32,89,Affluent Customer,9
903.11,60,51,High Net Worth,5
133.38,60,51,High Net Worth,5
189.28,60,51,High Net Worth,5
448.68,32,72,Affluent Customer,3
827.16,32,72,Affluent Customer,3
445.21,32,72,Affluent Customer,3
445.21,40,93,Affluent Customer,7
573.45,40,93,Affluent Customer,7
1230.27,40,93,Affluent Customer,7
114.93,40,93,Affluent Customer,7
812.44,40,93,Affluent Customer,7
448.68,32,39,Mass Customer,5
43.97,32,39,Mass Customer,5
693.76,32,39,Mass Customer,5
195.34,32,39,Mass Customer,5
374.09,32,39,Mass Customer,5
431.33,62,87,Mass Customer,11
133.38,62,87,Mass Customer,11
641.64,62,87,Mass Customer,11
1617.3,24,64,Mass Customer,11
1806.79,24,64,Mass Customer,11
693.76,24,64,Mass Customer,11
128.46,24,64,Mass Customer,11
198.22,24,64,Mass Customer,11
1230.3,65,75,High Net Worth,11
448.68,65,75,High Net Worth,11
75.14,65,75,High Net Worth,11
1592.19,65,75,High Net Worth,11
209.84,65,75,High Net Worth,11
72.6,49,93,High Net Worth,9
691.01,49,93,High Net Worth,9
434.14,49,93,High Net Worth,9
167.21,49,93,High Net Worth,9
1617.3,49,93,High Net Worth,9
745.94,49,93,High Net Worth,9
133.78,49,93,High Net Worth,9
737.57,49,93,High Net Worth,9
133.78,49,93,High Net Worth,9
802.26,49,93,High Net Worth,9
209.84,49,93,High Net Worth,9
135.85,49,93,High Net Worth,9
1230.27,33,70,High Net Worth,4
1702.55,33,70,High Net Worth,4
110.56,43,18,Mass Customer,8
827.16,43,18,Mass Customer,8
133.38,43,18,Mass Customer,8
617.67,43,18,Mass Customer,8
143.36,43,18,Mass Customer,8
64.93,43,18,Mass Customer,8
1279.4,43,18,Mass Customer,8
450.77,43,18,Mass Customer,8
459.46,36,2,High Net Worth,6
64.93,36,2,High Net Worth,6
4.8,36,2,High Net Worth,6
573.45,36,2,High Net Worth,6
1806.79,36,2,High Net Worth,6
198.22,36,2,High Net Worth,6
57.73,36,2,High Net Worth,6
1660.88,49,75,Mass Customer,6
1230.3,49,75,Mass Customer,6
834.94,49,75,Mass Customer,6
139.23,49,75,Mass Customer,6
1028.76,49,75,Mass Customer,6
459.46,49,75,Mass Customer,6
547.28,65,75,High Net Worth,4
908.77,65,75,High Net Worth,4
583.27,65,75,High Net Worth,4
1617.3,65,75,High Net Worth,4
1702.55,65,75,High Net Worth,4
128.46,65,75,High Net Worth,4
1028.76,65,75,High Net Worth,4
583.27,42,97,Affluent Customer,8
90.1,42,97,Affluent Customer,8
921.46,42,97,Affluent Customer,8
872.89,42,97,Affluent Customer,8
693.76,42,97,Affluent Customer,8
445.21,54,90,Mass Customer,9
198.22,54,90,Mass Customer,9
1230.27,49,83,Mass Customer,10
431.33,49,83,Mass Customer,10
227.26,49,83,Mass Customer,10
872.89,49,83,Mass Customer,10
1344.33,49,83,Mass Customer,10
737.57,49,83,Mass Customer,10
72.6,49,83,Mass Customer,10
1103.43,49,83,Mass Customer,10
547.28,49,83,Mass Customer,10
641.64,49,83,Mass Customer,10
1010.02,28,18,High Net Worth,7
139.23,28,18,High Net Worth,7
309.81,46,10,Mass Customer,8
145.94,46,10,Mass Customer,8
110.81,46,10,Mass Customer,8
547.28,46,10,Mass Customer,8
90.1,46,10,Mass Customer,8
143.36,42,44,High Net Worth,8
57.73,42,44,High Net Worth,8
1305.25,42,44,High Net Worth,8
35.13,23,29,High Net Worth,1
182.81,23,29,High Net Worth,1
1230.3,23,29,High Net Worth,1
217.51,23,29,High Net Worth,1
1660.88,23,29,High Net Worth,1
45.96,23,29,High Net Worth,1
133.78,40,18,Mass Customer,8
75.75,40,18,Mass Customer,8
75.48,40,18,Mass Customer,8
617.67,40,18,Mass Customer,8
834.94,40,18,Mass Customer,8
4.8,40,18,Mass Customer,8
1702.55,43,20,Mass Customer,8
75.75,43,20,Mass Customer,8
1230.3,43,20,Mass Customer,8
445.21,43,20,Mass Customer,8
903.11,43,20,Mass Customer,8
737.57,43,20,Mass Customer,8
1702.55,43,20,Mass Customer,8
1702.55,43,20,Mass Customer,8
110.81,41,82,Mass Customer,5
1344.33,41,82,Mass Customer,5
75.14,59,44,Affluent Customer,9
827.16,59,44,Affluent Customer,9
445.21,59,44,Affluent Customer,9
827.16,59,44,Affluent Customer,9
1230.3,59,44,Affluent Customer,9
547.28,59,44,Affluent Customer,9
144.26,59,44,Affluent Customer,9
737.57,59,44,Affluent Customer,9
1592.19,46,46,Mass Customer,5
1617.3,46,46,Mass Customer,5
1660.88,46,46,Mass Customer,5
693.76,46,46,Mass Customer,5
133.38,46,46,Mass Customer,5
91.15,46,46,Mass Customer,5
471.6,46,46,Mass Customer,5
617.67,36,63,Mass Customer,1
641.64,36,63,Mass Customer,1
771.12,36,63,Mass Customer,1
745.94,24,11,Affluent Customer,2
1069.55,24,11,Affluent Customer,2
512.33,24,11,Affluent Customer,2
693.76,24,11,Affluent Customer,2
129.01,24,11,Affluent Customer,2
201.35,35,43,High Net Worth,7
709.34,35,43,High Net Worth,7
617.67,56,16,High Net Worth,4
1295.43,56,16,High Net Worth,4
908.77,56,16,High Net Worth,4
145.94,50,20,Affluent Customer,11
1344.33,50,20,Affluent Customer,11
64.93,50,20,Affluent Customer,11
152.55,50,20,Affluent Customer,11
908.77,49,36,Mass Customer,11
217.51,49,36,Mass Customer,11
155.65,49,36,Mass Customer,11
195.34,49,36,Mass Customer,11
827.16,40,65,High Net Worth,8
1295.43,40,65,High Net Worth,8
531.96,40,65,High Net Worth,8
641.64,40,65,High Net Worth,8
72.6,40,65,High Net Worth,8
617.67,51,78,High Net Worth,9
75.48,51,78,High Net Worth,9
90.1,51,78,High Net Worth,9
133.38,51,78,High Net Worth,9
70.92,51,78,High Net Worth,9
737.57,51,78,High Net Worth,9
1230.27,51,78,High Net Worth,9
1295.43,51,78,High Net Worth,9
75.14,28,55,Mass Customer,4
834.94,28,55,Mass Customer,4
1544.61,28,55,Mass Customer,4
1592.19,28,55,Mass Customer,4
41.13,58,9,Mass Customer,10
1134.8,58,9,Mass Customer,10
1544.61,58,9,Mass Customer,10
43.97,58,9,Mass Customer,10
1702.55,58,9,Mass Customer,10
139.23,58,9,Mass Customer,10
812.44,25,37,High Net Worth,6
641.64,25,37,High Net Worth,6
135.85,25,37,High Net Worth,6
133.38,25,37,High Net Worth,6
15.08,25,37,High Net Worth,6
75.75,25,37,High Net Worth,6
57.73,25,37,High Net Worth,6
445.21,48,29,Mass Customer,4
691.01,48,29,Mass Customer,4
509.97,48,29,Mass Customer,4
4.8,48,29,Mass Customer,4
693.76,48,29,Mass Customer,4
1103.43,48,29,Mass Customer,4
133.78,48,29,Mass Customer,4
512.33,48,29,Mass Customer,4
450.77,48,29,Mass Customer,4
1531.93,38,97,Affluent Customer,10
64.51,38,97,Affluent Customer,10
90.1,38,97,Affluent Customer,10
309.81,38,97,Affluent Customer,10
459.46,38,97,Affluent Customer,10
201.35,59,13,Mass Customer,10
459.46,59,13,Mass Customer,10
1617.3,59,13,Mass Customer,10
817.36,59,13,Mass Customer,10
921.46,59,13,Mass Customer,10
15.08,59,13,Mass Customer,10
152.55,59,13,Mass Customer,10
509.97,59,13,Mass Customer,10
1592.19,51,57,Mass Customer,9
75.14,51,57,Mass Customer,9
57.73,51,57,Mass Customer,9
1295.43,51,57,Mass Customer,9
357.74,51,57,Mass Customer,9
827.16,51,57,Mass Customer,9
903.11,51,57,Mass Customer,9
152.55,25,34,Affluent Customer,11
209.84,25,34,Affluent Customer,11
14.23,25,34,Affluent Customer,11
1134.8,25,34,Affluent Customer,11
25.02,25,34,Affluent Customer,11
45.96,25,34,Affluent Customer,11
14.23,25,34,Affluent Customer,11
133.38,26,39,Mass Customer,12
1592.19,26,39,Mass Customer,12
617.67,26,39,Mass Customer,12
201.35,26,39,Mass Customer,12
908.77,26,39,Mass Customer,12
817.36,26,39,Mass Customer,12
547.28,26,39,Mass Customer,12
448.68,43,21,High Net Worth,9
1028.76,43,21,High Net Worth,9
90.1,43,21,High Net Worth,9
209.84,43,21,High Net Worth,9
1028.76,43,21,High Net Worth,9
434.14,43,21,High Net Worth,9
133.38,43,21,High Net Worth,9
771.12,39,22,Mass Customer,10
448.68,39,22,Mass Customer,10
456.45,39,22,Mass Customer,10
448.68,39,22,Mass Customer,10
1230.27,58,6,Mass Customer,8
1660.88,58,6,Mass Customer,8
198.22,58,6,Mass Customer,8
209.84,40,44,High Net Worth,1
25.02,40,44,High Net Worth,1
1305.25,40,44,High Net Worth,1
198.22,40,44,High Net Worth,1
129.01,40,44,High Net Worth,1
471.6,24,9,Mass Customer,10
43.97,24,9,Mass Customer,10
35.13,24,9,Mass Customer,10
135.85,24,9,Mass Customer,10
25.02,24,9,Mass Customer,10
155.65,39,53,High Net Worth,10
1544.61,39,53,High Net Worth,10
448.68,39,53,High Net Worth,10
15.08,39,53,High Net Worth,10
199.1,39,53,High Net Worth,10
374.09,39,53,High Net Worth,10
451.65,33,80,Mass Customer,11
227.26,33,80,Mass Customer,11
1028.76,33,80,Mass Customer,11
827.16,33,80,Mass Customer,11
400.65,33,80,Mass Customer,11
114.93,31,67,High Net Worth,1
817.36,31,67,High Net Worth,1
64.51,31,67,High Net Worth,1
182.81,31,67,High Net Worth,1
908.77,37,38,Affluent Customer,11
471.6,37,38,Affluent Customer,11
114.93,37,38,Affluent Customer,11
152.55,43,59,Mass Customer,8
114.93,43,59,Mass Customer,8
450.77,43,59,Mass Customer,8
199.1,43,59,Mass Customer,8
110.56,43,59,Mass Customer,8
797.61,43,59,Mass Customer,8
921.46,43,59,Mass Customer,8
198.29,43,11,Mass Customer,9
1279.4,43,11,Mass Customer,9
145.94,43,11,Mass Customer,9
451.65,43,11,Mass Customer,9
199.1,43,11,Mass Customer,9
547.28,43,11,Mass Customer,9
201.35,27,17,Mass Customer,7
143.36,27,17,Mass Customer,7
737.57,27,17,Mass Customer,7
445.21,27,17,Mass Customer,7
817.36,31,75,High Net Worth,12
167.21,31,75,High Net Worth,12
531.96,31,75,High Net Worth,12
128.46,31,75,High Net Worth,12
1028.76,31,75,High Net Worth,12
737.57,31,75,High Net Worth,12
144.26,31,75,High Net Worth,12
91.15,40,85,Affluent Customer,10
771.12,40,85,Affluent Customer,10
400.65,40,85,Affluent Customer,10
110.81,40,85,Affluent Customer,10
64.51,40,85,Affluent Customer,10
1230.27,40,85,Affluent Customer,10
1134.8,41,21,Affluent Customer,11
1660.88,41,21,Affluent Customer,11
531.96,41,21,Affluent Customer,11
110.81,41,21,Affluent Customer,11
1617.3,41,21,Affluent Customer,11
1305.25,41,21,Affluent Customer,11
45.96,64,40,High Net Worth,3
451.65,64,40,High Net Worth,3
75.48,64,40,High Net Worth,3
1069.55,64,40,High Net Worth,3
75.48,64,40,High Net Worth,3
921.46,42,68,High Net Worth,10
139.23,42,68,High Net Worth,10
133.78,42,68,High Net Worth,10
737.57,42,68,High Net Worth,10
812.44,42,68,High Net Worth,10
431.33,42,68,High Net Worth,10
617.67,45,11,Affluent Customer,2
691.01,45,11,Affluent Customer,2
834.94,45,11,Affluent Customer,2
509.97,45,11,Affluent Customer,2
908.77,45,11,Affluent Customer,2
199.1,45,11,Affluent Customer,2
145.94,45,11,Affluent Customer,2
72.6,43,48,Mass Customer,7
198.22,43,48,Mass Customer,7
771.12,43,48,Mass Customer,7
471.6,43,48,Mass Customer,7
573.45,43,48,Mass Customer,7
1279.4,43,48,Mass Customer,7
374.09,43,48,Mass Customer,7
209.84,43,48,Mass Customer,7
139.23,43,73,Mass Customer,10
1055.82,43,73,Mass Customer,10
128.46,43,73,Mass Customer,10
195.34,43,73,Mass Customer,10
908.77,65,67,High Net Worth,12
1531.93,65,67,High Net Worth,12
1055.82,65,67,High Net Worth,12
509.97,65,67,High Net Worth,12
908.77,65,67,High Net Worth,12
771.12,65,67,High Net Worth,12
209.84,65,67,High Net Worth,12
139.23,55,75,Mass Customer,11
434.14,55,75,Mass Customer,11
1544.61,55,75,Mass Customer,11
451.65,55,75,Mass Customer,11
139.23,55,75,Mass Customer,11
374.09,55,75,Mass Customer,11
745.94,42,74,High Net Worth,11
431.33,42,74,High Net Worth,11
641.64,42,74,High Net Worth,11
133.78,42,74,High Net Worth,11
129.01,42,74,High Net Worth,11
1279.4,42,74,High Net Worth,11
64.51,42,30,Mass Customer,11
812.44,42,30,Mass Customer,11
91.15,42,30,Mass Customer,11
1305.25,42,30,Mass Customer,11
830.24,42,30,Mass Customer,11
827.16,42,30,Mass Customer,11
1134.8,42,30,Mass Customer,11
57.73,42,30,Mass Customer,11
128.46,42,30,Mass Customer,11
45.96,63,69,Mass Customer,11
709.34,63,69,Mass Customer,11
448.68,63,69,Mass Customer,11
25.02,63,69,Mass Customer,11
1069.55,57,21,Affluent Customer,11
217.51,57,21,Affluent Customer,11
1531.93,57,21,Affluent Customer,11
64.93,57,21,Affluent Customer,11
357.74,57,21,Affluent Customer,11
133.78,57,21,Affluent Customer,11
573.45,57,21,Affluent Customer,11
72.6,57,21,Affluent Customer,11
448.68,57,21,Affluent Customer,11
834.94,57,21,Affluent Customer,11
145.94,57,21,Affluent Customer,11
834.94,57,21,Affluent Customer,11
771.12,57,21,Affluent Customer,11
14.23,42,45,Affluent Customer,10
43.97,42,45,Affluent Customer,10
797.61,42,45,Affluent Customer,10
35.13,43,97,High Net Worth,10
4.8,43,97,High Net Worth,10
14.23,43,97,High Net Worth,10
41.13,43,97,High Net Worth,10
75.48,43,97,High Net Worth,10
1531.93,65,76,Affluent Customer,12
512.33,65,76,Affluent Customer,12
617.67,65,76,Affluent Customer,12
771.12,65,76,Affluent Customer,12
617.67,45,63,Mass Customer,8
1069.55,45,63,Mass Customer,8
1295.43,45,63,Mass Customer,8
144.26,45,63,Mass Customer,8
1279.4,45,63,Mass Customer,8
374.09,62,56,Affluent Customer,12
209.84,62,56,Affluent Customer,12
195.34,62,56,Affluent Customer,12
128.46,62,56,Affluent Customer,12
1702.55,62,56,Affluent Customer,12
195.34,62,56,Affluent Customer,12
4.8,62,56,Affluent Customer,12
45.96,62,56,Affluent Customer,12
1702.55,43,20,High Net Worth,12
617.67,43,20,High Net Worth,12
217.51,43,20,High Net Worth,12
1305.25,43,20,High Net Worth,12
451.65,43,20,High Net Worth,12
431.33,43,20,High Net Worth,12
57.73,43,20,High Net Worth,12
25.02,43,20,High Net Worth,12
45.96,43,20,High Net Worth,12
812.44,45,92,Mass Customer,11
152.55,45,92,Mass Customer,11
431.33,45,92,Mass Customer,11
1630.25,45,92,Mass Customer,11
1295.43,22,5,Mass Customer,10
357.74,22,5,Mass Customer,10
448.68,22,5,Mass Customer,10
133.38,41,78,High Net Worth,9
827.16,41,78,High Net Worth,9
129.01,41,78,High Net Worth,9
1103.43,41,78,High Net Worth,9
737.57,41,78,High Net Worth,9
1806.79,60,93,Affluent Customer,12
1617.3,60,93,Affluent Customer,12
872.89,60,93,Affluent Customer,12
617.67,60,93,Affluent Customer,12
155.65,60,93,Affluent Customer,12
802.26,60,93,Affluent Customer,12
75.75,41,96,Mass Customer,5
75.14,41,96,Mass Customer,5
771.12,41,96,Mass Customer,5
434.14,41,96,Mass Customer,5
90.1,41,96,Mass Customer,5
167.21,41,96,Mass Customer,5
509.97,48,32,Mass Customer,9
167.21,48,32,Mass Customer,9
25.02,40,95,Mass Customer,10
1531.93,40,95,Mass Customer,10
709.34,40,95,Mass Customer,10
1069.55,40,95,Mass Customer,10
583.27,40,95,Mass Customer,10
4.8,40,95,Mass Customer,10
448.68,40,95,Mass Customer,10
1055.82,40,95,Mass Customer,10
309.81,40,95,Mass Customer,10
90.1,40,95,Mass Customer,10
1295.43,29,16,Affluent Customer,12
812.44,29,16,Affluent Customer,12
4.8,29,16,Affluent Customer,12
72.6,29,16,Affluent Customer,12
434.14,42,80,Mass Customer,9
155.65,42,80,Mass Customer,9
64.51,42,80,Mass Customer,9
471.6,42,80,Mass Customer,9
144.26,42,80,Mass Customer,9
445.21,42,80,Mass Customer,9
90.1,42,80,Mass Customer,9
812.44,42,80,Mass Customer,9
1806.79,25,48,Mass Customer,2
1055.82,25,48,Mass Customer,2
448.68,25,48,Mass Customer,2
64.93,25,48,Mass Customer,2
152.55,25,48,Mass Customer,2
509.97,32,6,Affluent Customer,10
4.8,32,6,Affluent Customer,10
64.51,32,6,Affluent Customer,10
14.23,32,6,Affluent Customer,10
198.29,32,6,Affluent Customer,10
903.11,32,6,Affluent Customer,10
617.67,32,6,Affluent Customer,10
217.51,32,6,Affluent Customer,10
155.65,32,6,Affluent Customer,10
4.8,41,50,High Net Worth,12
35.13,41,50,High Net Worth,12
872.89,41,50,High Net Worth,12
450.77,41,50,High Net Worth,12
1630.25,41,50,High Net Worth,12
182.81,41,50,High Net Worth,12
400.65,41,50,High Net Worth,12
309.81,41,50,High Net Worth,12
797.61,53,85,Mass Customer,9
400.65,53,85,Mass Customer,9
195.34,53,85,Mass Customer,9
75.48,53,85,Mass Customer,9
45.96,53,85,Mass Customer,9
448.68,55,79,Affluent Customer,9
1028.76,55,79,Affluent Customer,9
57.73,55,79,Affluent Customer,9
1230.3,55,79,Affluent Customer,9
903.11,55,79,Affluent Customer,9
57.73,55,79,Affluent Customer,9
1230.3,55,79,Affluent Customer,9
827.16,61,11,Mass Customer,1
908.77,61,11,Mass Customer,1
14.23,61,11,Mass Customer,1
1660.88,61,11,Mass Customer,1
155.65,61,11,Mass Customer,1
431.33,61,11,Mass Customer,1
771.12,61,11,Mass Customer,1
451.65,29,11,High Net Worth,8
1010.02,29,11,High Net Worth,8
182.81,29,11,High Net Worth,8
1702.55,29,11,High Net Worth,8
374.09,29,11,High Net Worth,8
1134.8,29,48,High Net Worth,10
189.28,29,48,High Net Worth,10
431.33,29,48,High Net Worth,10
1344.33,29,48,High Net Worth,10
1103.43,29,48,High Net Worth,10
1702.55,29,48,High Net Worth,10
198.29,29,48,High Net Worth,10
144.26,29,48,High Net Worth,10
583.27,29,48,High Net Worth,10
872.89,51,44,Mass Customer,11
72.6,51,44,Mass Customer,11
195.34,51,44,Mass Customer,11
1028.76,51,44,Mass Customer,11
872.89,51,44,Mass Customer,11
35.13,49,58,Affluent Customer,9
195.34,49,58,Affluent Customer,9
110.81,49,58,Affluent Customer,9
1702.55,49,58,Affluent Customer,9
75.14,49,58,Affluent Customer,9
14.23,49,58,Affluent Customer,9
1806.79,49,58,Affluent Customer,9
1230.27,49,58,Affluent Customer,9
155.65,62,33,Mass Customer,10
771.12,62,33,Mass Customer,10
57.73,62,33,Mass Customer,10
91.15,62,33,Mass Customer,10
1305.25,62,33,Mass Customer,10
509.97,62,33,Mass Customer,10
357.74,62,33,Mass Customer,10
691.01,62,33,Mass Customer,10
448.68,51,28,High Net Worth,6
72.6,51,28,High Net Worth,6
41.13,51,28,High Net Worth,6
35.13,51,28,High Net Worth,6
450.77,51,28,High Net Worth,6
25.02,51,28,High Net Worth,6
445.21,51,28,High Net Worth,6
509.97,57,11,High Net Worth,12
15.08,57,11,High Net Worth,12
110.81,57,11,High Net Worth,12
75.48,57,11,High Net Worth,12
709.34,57,11,High Net Worth,12
573.45,64,14,Mass Customer,9
512.33,64,14,Mass Customer,9
309.81,64,14,Mass Customer,9
908.77,64,14,Mass Customer,9
445.21,64,14,Mass Customer,9
90.1,64,14,Mass Customer,9
227.26,64,14,Mass Customer,9
70.92,29,14,Mass Customer,6
167.21,29,14,Mass Customer,6
617.67,29,14,Mass Customer,6
41.13,29,14,Mass Customer,6
1544.61,58,96,High Net Worth,3
133.78,58,96,High Net Worth,3
199.1,41,1,Mass Customer,5
110.81,41,1,Mass Customer,5
771.12,41,1,Mass Customer,5
1028.76,41,1,Mass Customer,5
75.14,59,32,High Net Worth,11
128.46,59,32,High Net Worth,11
903.11,59,32,High Net Worth,11
182.81,59,32,High Net Worth,11
872.89,59,32,High Net Worth,11
1806.79,59,32,High Net Worth,11
198.22,59,32,High Net Worth,11
693.76,59,32,High Net Worth,11
14.23,26,18,High Net Worth,8
64.51,26,18,High Net Worth,8
75.48,26,18,High Net Worth,8
1295.43,26,18,High Net Worth,8
693.76,26,18,High Net Worth,8
573.45,26,18,High Net Worth,8
128.46,26,18,High Net Worth,8
135.85,26,18,High Net Worth,8
1055.82,26,18,High Net Worth,8
357.74,32,39,High Net Worth,10
1069.55,32,39,High Net Worth,10
812.44,32,39,High Net Worth,10
155.65,32,39,High Net Worth,10
1055.82,46,36,Affluent Customer,10
434.14,46,36,Affluent Customer,10
471.6,46,36,Affluent Customer,10
75.14,46,36,Affluent Customer,10
128.46,46,36,Affluent Customer,10
143.36,66,49,High Net Worth,12
1230.3,66,49,High Net Worth,12
129.01,66,49,High Net Worth,12
135.85,66,49,High Net Worth,12
155.65,27,81,High Net Worth,5
903.11,27,81,High Net Worth,5
64.93,27,81,High Net Worth,5
57.73,27,81,High Net Worth,5
70.92,27,81,High Net Worth,5
1617.3,27,81,High Net Worth,5
128.46,27,81,High Net Worth,5
471.6,44,63,High Net Worth,7
309.81,44,63,High Net Worth,7
25.02,32,89,High Net Worth,9
1806.79,32,89,High Net Worth,9
139.23,32,89,High Net Worth,9
195.34,32,89,High Net Worth,9
199.1,32,89,High Net Worth,9
1660.88,32,89,High Net Worth,9
64.51,32,89,High Net Worth,9
1069.55,22,80,High Net Worth,5
57.73,22,80,High Net Worth,5
75.75,22,80,High Net Worth,5
25.02,22,80,High Net Worth,5
1702.55,22,80,High Net Worth,5
448.68,22,80,High Net Worth,5
152.55,32,41,Mass Customer,9
35.13,32,41,Mass Customer,9
451.65,32,41,Mass Customer,9
908.77,33,42,Affluent Customer,11
693.76,33,42,Affluent Customer,11
110.56,42,96,Mass Customer,8
64.51,42,96,Mass Customer,8
903.11,42,96,Mass Customer,8
872.89,42,96,Mass Customer,8
64.51,26,13,High Net Worth,9
201.35,26,13,High Net Worth,9
431.33,26,13,High Net Worth,9
450.77,26,13,High Net Worth,9
448.68,26,13,High Net Worth,9
531.96,47,71,High Net Worth,8
195.34,47,71,High Net Worth,8
227.26,47,71,High Net Worth,8
1305.25,47,71,High Net Worth,8
110.81,47,71,High Net Worth,8
834.94,34,96,Mass Customer,11
1055.82,34,96,Mass Customer,11
1305.25,34,96,Mass Customer,11
198.22,34,96,Mass Customer,11
201.35,34,96,Mass Customer,11
209.84,40,82,High Net Worth,4
431.33,40,82,High Net Worth,4
547.28,40,82,High Net Worth,4
709.34,40,82,High Net Worth,4
1010.02,40,82,High Net Worth,4
448.68,40,82,High Net Worth,4
512.33,40,82,High Net Worth,4
459.46,57,52,Mass Customer,4
133.78,57,52,Mass Customer,4
1055.82,57,52,Mass Customer,4
1279.4,57,52,Mass Customer,4
1134.8,57,52,Mass Customer,4
1617.3,57,52,Mass Customer,4
110.56,57,52,Mass Customer,4
1069.55,57,52,Mass Customer,4
1806.79,57,52,Mass Customer,4
1134.8,34,90,Mass Customer,7
512.33,34,90,Mass Customer,7
903.11,34,90,Mass Customer,7
4.8,34,90,Mass Customer,7
797.61,34,90,Mass Customer,7
25.02,21,28,High Net Worth,12
57.73,21,28,High Net Worth,12
451.65,21,28,High Net Worth,12
431.33,21,28,High Net Worth,12
1134.8,41,80,High Net Worth,7
1305.25,41,80,High Net Worth,7
512.33,41,80,High Net Worth,7
872.89,41,80,High Net Worth,7
1531.93,41,80,High Net Worth,7
75.75,41,80,High Net Worth,7
199.1,41,80,High Net Worth,7
448.68,41,80,High Net Worth,7
1630.25,47,41,High Net Worth,10
531.96,47,41,High Net Worth,10
641.64,47,41,High Net Worth,10
509.97,47,41,High Net Worth,10
445.21,47,41,High Net Worth,10
471.6,47,41,High Net Worth,10
135.85,47,41,High Net Worth,10
812.44,47,41,High Net Worth,10
143.36,42,43,High Net Worth,12
471.6,42,43,High Net Worth,12
57.73,42,43,High Net Worth,12
1103.43,42,43,High Net Worth,12
309.81,42,43,High Net Worth,12
908.77,42,43,High Net Worth,12
199.1,42,43,High Net Worth,12
691.01,43,41,Affluent Customer,8
1069.55,43,41,Affluent Customer,8
573.45,43,41,Affluent Customer,8
802.26,43,41,Affluent Customer,8
903.11,43,41,Affluent Customer,8
135.85,43,41,Affluent Customer,8
199.1,43,41,Affluent Customer,8
693.76,33,37,High Net Worth,10
531.96,33,37,High Net Worth,10
830.24,33,37,High Net Worth,10
70.92,33,37,High Net Worth,10
573.45,33,37,High Net Worth,10
90.1,33,37,High Net Worth,10
903.11,33,37,High Net Worth,10
133.38,35,29,Mass Customer,10
129.01,35,29,Mass Customer,10
155.65,35,29,Mass Customer,10
201.35,61,26,High Net Worth,5
25.02,61,26,High Net Worth,5
75.75,61,26,High Net Worth,5
72.6,61,26,High Net Worth,5
400.65,61,26,High Net Worth,5
1344.33,61,26,High Net Worth,5
445.21,61,26,High Net Worth,5
110.81,61,26,High Net Worth,5
139.23,61,26,High Net Worth,5
198.22,61,26,High Net Worth,5
745.94,61,26,High Net Worth,5
182.81,42,95,Mass Customer,8
25.02,42,95,Mass Customer,8
15.08,42,95,Mass Customer,8
1230.27,42,95,Mass Customer,8
817.36,42,95,Mass Customer,8
145.94,34,10,High Net Worth,5
90.1,34,10,High Net Worth,5
617.67,34,10,High Net Worth,5
771.12,34,10,High Net Worth,5
1702.55,34,10,High Net Worth,5
812.44,43,88,Mass Customer,4
110.56,43,88,Mass Customer,4
